word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
eugenics,우생학,优生学；人种改良学,,/juːˈdʒɛnɪks/,,,"Coined in 1883 by Francis Galton.[1] From ἐΰς (eǘs, “good”) +‎ γίγνομαι (gígnomai, “breeding”), “well-bred”, “good in stock”. Parallel to Eugene.
",,,
effigy,조상(彫像),（尤指被憎恨人的）模拟像，雕像；画像：,,/ˈɛfɪdʒi/,,"sculpture, guy, model, dummy, figurine, statuette, graven image, carving, figure","From French effigie, from Latin effigiēs (“likeness, effigy”), from effingō (“represent, portray”).
",,,
rapacious,탐욕스러운,巧取豪夺的，贪婪的，掠夺的,,/rəˈpeɪʃəs/,,"predatory, acquisitive, materialistic, greedy, insatiable, voracious, avaricious, usurious, mercenary, extortionate, covetous","Perhaps from rapacity  +‎ -ous, in any case ultimately from Latin rapax (“grasping, greedy”).
",,,
frankness,"솔직, 터놓음",坦率，坦诚,,/ˈfraŋknəs/,,,"frank +‎ -ness
",,,
levee,(강가의) 제방,防洪堤（在河边由土等材料筑成的墙，以防止河水溢出）,,/ˈlɛvi/,,"embankment, levee, barricade, wall, barrier, hindrance, obstruction, blockage",,,,
factitious,"(진짜처럼 보이도록) 꾸며낸, 인위적인",虚假的；人为的,,/fakˈtɪʃəs/,,"false, pretended, fraudulent, misleading, sham, deceptive, spurious, faked","Borrowed from Latin factītius (“artificial”), alternative form of factīcius, from facere (“to make, do”). Doublet of fetish.
",,,
malice,"악의, 적의",恶意，害人之心,,/ˈmalɪs/,,"spleen, evil intentions, rancour, devilment, gall, vengefulness, backbiting, revenge, hatred, ill feeling, ill will, bitterness, malignance, hate, grudge, animus, hostility, maliciousness, animosity, malignity, vindictiveness, venom, spite, bad blood, enmity, devilry, malevolence","From Middle English, borrowed from Old French malice, from Latin malitia (“badness, bad quality, ill-will, spite”), from malus (“bad”).
",,,
peregrination,(특히 느리게 계속되는) 긴 여행[여정],（尤指徒步的）旅行；漫游；旅程；游历,,/ˌpɛrɪɡrɪˈneɪʃən/,,"expeditions, trips, perambulations, explorations, treks, journeys, wanderings, odysseys, excursions, voyages","1520s, either from Old French peregrinacion (“pilgrimage”) [12th c.],[1] or directly from the Latin peregrīnātiō (“journey”), from peregrīnor (“sojourn”).
",,,
dorsal,(물고기나 동물의) 등에 있는[등의],（动物）背部的，背上的，背侧的,,/ˈdɔːs(ə)l/,,"back, rearward, hinder, hind","From Middle English dorsal, dorsale, from Medieval Latin dorsālis (“of or relating to the back”).
",,,
amulet,(불운 등을 막아 주는) 부적,（戴在身上的）护身符，辟邪物,,/ˈamjʊlɪt/,,"phylactery, periapt, madstone (US), mojo, idol, charm, amulet, juju, totem, talisman, telesm, fetish, token, lucky charm, mascot, protection","From Middle French amulette, from Latin amuletum.
",,"ornament, charm",apotropaism
homograph,"동형이의어(‘절하다’는 뜻의 bow/baʊ/와 ‘활’이라는 뜻을 갖는 bow/bæʊ/, /boʊ/처럼 철자는 같으나 뜻은 다른 낱말. 발음은 같을 수도 있고 다를 수도 있음)",同形异义词（读音可能相同或不同）,,/ˈhɒməɡrɑːf/,,,"From homo- +‎ -graph.
",,,
ambidextrous,"양손잡이의, 양손을 다 잘 쓰는",双手都很灵巧的；左右开弓的,,/ˌambɪˈdɛkstrəs/,,,"From ambi- +‎ Latin dexter (“right”) + -ous (as if both hands are like the right hand, which is the stronger hand in most people).
",,,
excoriate,"(피부가) 벗겨지게 하다, 찰과상을 입히다",严厉指责，痛斥（戏剧、书、政治行为等）,,/ɪkˈskɔːrɪeɪt/,,"rub raw, rub away, chafe, scrape, damage, scratch, rub off","From Late Latin excoriātus, perfect participle of Latin excoriō (“take the skin or hide off, flay”), from ex (“off”) + corium (“hide, skin”).
",,,
curmudgeon,괴팍한 사람(보통 노인),脾气乖戾的老人，坏脾气的老人,,/kəːˈmʌdʒ(ə)n/,,,"Numerous folk etymologies exist for this word.
",,,
contrition,"[U] (죄를) 뉘우침, 회오; [신학] 회개",真诚悔罪，悔悟,,/kənˈtrɪʃ(ə)n/,,"penitence, sorrow, regret, contriteness, repentance, remorsefulness, prickings of conscience, ruefulness, sorrowfulness, pangs of conscience","Old French contriciun (French contrition), from Latin contritio.
",,,
hackneyed,진부한,（语词或观点）陈腐的，老套的,,/ˈhaknɪd/,", fresh, original, new    [WS]","tired, trite, warmed-over, meh, stock, prosaic, commonplace, everyday, vapid, worn out, timeworn, stale, corny, shopworn, threadbare, clichéd, overdone, unoriginal, banal, platitudinous, bromidic, time-worn, overworked, hackneyed, cookie-cutter, well-worn","hackney +‎ -ed
",,repeated    [WS],
cosmonaut,(과거 러시아의) 우주 비행사,（前苏联的）宇航员，太空人,,/ˈkɒzmənɔːt/,,"space flyer, space traveller, space pilot, space cadet, spacewoman, spaceman","Borrowed from Russian космона́вт (kosmonávt), from Ancient Greek κόσμος (kósmos, “universe”) + ναύτης (naútēs, “sailor”), may be decomposed as cosmos +‎ -naut
",,,
belie,착각하게 만들다,给人以假像；掩饰（感情等）,,/bɪˈlʌɪ/,,"show to be false, be at odds with, call into question, prove to be false, give the lie to",,,,
pictionary,단어를 보고 그림을 그려서 어떤 단어인지 맞추는 게임. 보통 짝을 지어서 그룹 대 그룹으로 게임을 한다.,画图猜词;猜猜画画;看图说词;绘图拼字;图画猜字,,,,,,,,
interim,(영구적인 것이 나올 때까지 존속시키기 위한) 중간[임시/과도]의,暂时的;过渡的;期中的,,/ˈɪnt(ə)rɪm/,,"interlude, meanwhile, interval, intervening time","From Latin interim (“meanwhile”).
",,,
insouciant,"무관심한; 태평한, 걱정 없는",漠不关心的;漫不经心的,,/ɪnˈsuːsɪənt/,,"equanimous, untroubled, composed, unconcerned, equable, serene, free and easy, happy-go-lucky, unruffled, heedless, indifferent, unserious, calm, unworried, free from worry, blasé, carefree, relaxed, airy, light-hearted, frivolous, casual, easy, free from care, easy-going, lacking concern, breezy","From French insouciant, from in- (“not”, prefix) + souciant (“worrying”), 1828.[1]
",,,
capricious,변덕스러운,反覆无常的,,/kəˈprɪʃəs/,,"volatile, unstable, changeable, inconsistent, vacillating, irregular, fitful, erratic, variable, arbitrary, inconstant, mercurial","Borrowed from French capricieux, from Italian capriccioso, from capriccio.
",,,
desert,사막,沙漠，荒漠,,/dɪˈzəːt/,,"betrayed, jilted, cast aside, forsaken, thrown over, cast off","First attested 14th century[1]. From Latin dēsertum, possibly a semi-learned term.
",,,
concordance,(어떤 책 등에서 그 속에 사용된 어휘들을 알파벳순으로 정리한) 용어 색인,（书籍或作品中按字母顺序排列的）词语索引,,/kənˈkɔːd(ə)ns/,,"compatibility, accordance, harmony, consistency, conformity, congruity, concord, coincidence, accord","From Old French concordance, from Late Latin concordantia.
",,,
efface,"지우다, 없애다",抹去，擦掉；消除,,/ɪˈfeɪs/,,"rub out, expunge, wipe out, blot out, excise, eliminate, eradicate, remove","From Middle French effacer (“erase”), from Old French esfacier (“remove the face”).
",,,
gyrate,"빙빙 돌다, 선회하다; (특히 신체 일부를) 빙빙 돌리다",（通常指很快地）旋转，回旋，转动,,/dʒʌɪˈreɪt/,,"turn round, circle, revolve, move in circles, spiral, swivel, whirl, go round in circles, spin, pirouette, swirl, twirl, wheel round","from Ancient Greek γυρός (gurós, “round, curved”) through Latin into Middle English to English
",,,
enjoin,(무엇을 하도록) 명하다[이르다],嘱咐；吩咐,,/ɪnˈdʒɔɪn/,,"prompt, goad, press, lean on, spur, pressurize, prod, adjure, put pressure on, try to persuade, admonish, push, pressure, encourage, use pressure on, egg on","From Middle English enjoinen, from Old French enjoindre (“to join with”), from Latin iniungo (“to attach”), a compound of in- (“into” “upon”) and iungo.
",,,
dismay,"(충격을 받은 뒤의) 실망, 경악",沮丧，灰心，失望,,/dɪsˈmeɪ/,,"upset, consternation, disquietude, trepidation, concern, discomposure, anxiety, perturbation, fear, surprise, disquiet, distress, shock","From Middle English dismayen, from Anglo-Norman *desmaiier, alteration of Old French esmaier (“to frighten”), probably from Vulgar Latin *exmagare (“to deprive (someone) of strength, to disable”), from ex- + *magare (“to enable, empower”), from Proto-Germanic *maginą, *maganą (“might, power”), from Proto-Indo-European *megʰ- (“to be able”). Akin to Old High German magan, megin (“power, might, main”), Old English mæġen (“might, main”), Old High German magan, mugan (“to be powerful, able”), Old English magan (“to be able”). Cognate with Portuguese desmaiar (“to faint”). See also Portuguese esmagar, Spanish amagar. More at main, may.
",,,
fortuitous,"우연한, (특히) 행운의",（有利的事）偶然发生的，碰巧的,,/fɔːˈtjuːɪtəs/,,"accidental, coincidental, serendipitous, unintentional, inadvertent, unintended, unexpected, unanticipated, unlooked-for, unpredictable, unforeseen, casual, incidental, random, unplanned, unpremeditated, haphazard","From Latin fortuītus.
",,,
quotidian,"일상적인, 보통의",平常的，普通的；日常的,,/kwɒˈtɪdɪən/,,"quotidian, day-to-day, everyday","From Anglo-Norman cotidian, cotidien, Middle French cotidian, cotidien, and their source, Latin cottīdiānus, quōtīdiānus (“happening every day”), from adverb cottīdiē, quōtīdiē (“every day, daily”), from an unattested adjective derived from quot (“how many”) + locative form of diēs (“day”).
",,,
intrinsic,"고유한, 본질적인",固有的，本质的，根本的,,/ɪnˈtrɪnsɪk/,", extrinsic    [WS]","integral, permanent, essential, inherent, built-in, congenital, inborn, inbuilt, constitutional, ingrained, ineradicable, inwrought (figurative), inbred, radical, infused, intrinsic, immanent, innate, deep-rooted, native, ineffaceable, natural, inseparable, indelible, instilled","From Middle French intrinsèque, from Latin intrīnsecus (“on the inside, inwardly”), from *intrim, an assumed adverbial form of inter (“within”) + secus (“by, on the side”).
","indwelling, inherent, innate    [WS]","necessary, essential, requisite    [WS]",
lambaste,(특히 공개적으로) 맹공격[비판]하다,猛烈抨击；狠狠批评,,/lamˈbeɪst/,,"censure, harangue, rant at, castigate, fulminate against, revile, haul over the coals, attack, chastise, condemn, take to task, call over the coals, rail at","First attested in 1637. Probably lam (“beat”) +‎ baste (“beat”)
",,,
laxative,완하제(배변을 쉽게 하는 약·음식·음료),泻药，通便剂,,/ˈlaksətɪv/,,"purging, lenitive, aperient, cathartic, evacuant","From Middle French laxatif, from Latin laxatus
",,,
esoteric,"소수만 이해하는[즐기는], 비전(秘傳)의",极不寻常的；只有少数人（尤指内行）才懂的；限于小圈子的,,/ˌɛsəˈtɛrɪk/,,"perplexing, cryptic, difficult, recherché, abstract, enigmatic, puzzling, rarefied, arcane, Delphic, hard, inscrutable, recondite, obscure","From Ancient Greek ἐσωτερικός (esōterikós, “belonging to an inner circle”), from ἐσωτέρω (esōtérō, “further inside”), comparative of ἔσω (ésō, “within”), from ἐς (es), εἰς (eis, “into”) (esoteric originally referred to the secret teachings of Greek philosophers, versus public or exoteric ones).
",,,
melancholic,(특히 병적으로) 우울한,忧郁的,,/mɛlənˈkɒlɪk/,,,"From Ancient Greek μελαγχολικός (melankholikós, “atrabilious, impulsive, of atrabilious or melancholic temperament”), from μελαγχολία (melankholía, “melancholy”).
",,,
endow,(학교 등의 기관에 많은 돈을) 기부하다,向（院校、医院等）捐款，捐赠，资助,,/ɪnˈdaʊ/,,pass down,"From Late Middle English endowen, endouen, enduen, indouen, indw (“to provide with assets, a livelihood, or privileges; to bestow, grant; (figuratively) to favour; to endow”),[1] from Anglo-Norman endouer, from Old French en- (prefix meaning ‘in, into’) + douer (“to endow”) (from Latin dōtāre, present active infinitive of dōtō (“to endow”), from dōs (“dowry; endowment, gift”) (ultimately from Proto-Indo-European *deh₃- (“to give”)) + -ō (suffix forming regular first-conjugation verbs); modern French douer).[2]
",,,
alibi,알리바이,（尤指没有犯罪时间的）不在犯罪现场的证据,,/ˈalɪbʌɪ/,,"defending evidence, plea","Borrowed from Latin alibī (“elsewhere, at another place”, adverb).
",,,
induct,취임시키다,使正式就任；正式吸收…为会员；使入门；传授,,/ɪnˈdʌkt/,,"swear into, allow into, initiate into, install in, introduce to, instate in","Originated 1350–1400 from Middle English induct, borrowed from Latin inductus, perfect passive participle of indūcō, equivalent to induce + -tus (past participle suffix).
",,,
condolence,"애도, 조의",吊唁（词）；哀悼（词）,,/kənˈdəʊl(ə)ns/,,"solicitude, compassion, concern, empathy, solace, commiseration, fellow feeling, consolation, understanding, pity, commiserations, support, comfort","condole +‎ -ence, or from Middle French condoléance, or formed from the root of Latin condoleo (“to sympathize”), from con- (“together, with”) and doleo (“hurt, suffer, have pain”).
",,,
revile,매도하다,谩骂；辱骂；痛斥,,/rɪˈvʌɪl/,,"brand, savage, censure, flay, inveigh against, denounce, stigmatize, attack, lambaste, condemn, rail against","From Middle English revilen, from re + Old French aviler (“to make vile or cheap, disprize, disesteem”), from a- (“to”) + vil (“vile, cheap”); see vile.
",,,
fissure,(특히 암석·지면의) 길게 갈라진 틈,（岩石或土地的）裂缝，裂隙,,/ˈfɪʃə/,,"crevice, vent, hole, crack, cranny, cleft, gap, slit, breach, interstice, aperture, chink, groove","Borrowed from Old French fissure, Latin fissura.
",,,
orifice,(특히 인체의) 구멍,（尤指身体的）孔，窍，穴，腔,,/ˈɒrɪfɪs/,,"rent, cranny, rift, hole, cleft, gap, pore, fissure, aperture, space, slot, vent, perforation, break, breach, mouth, chink, crevice, crack, slit","From Middle French, from Old French, from Late Latin orificium (“an opening, literally the making of a mouth”), compound of os (“mouth”) + facio (“to make”).
",,,
inchoate,이제 시작 단계인,才开始的；不完全的；未发展完善的,,/ɪnˈkəʊeɪt/,,"just beginning, inchoate, incipient, immature, incomplete, unformed, undeveloped","From Latin incohātus (“begun, unfinished”), perfect passive participle of incohō (“begin”). Cognate with Spanish incoar (“to initiate, commence, begin”).
",,,
sonorous,"(소리가) 듣기 좋은, 낭랑한",（声音）浑厚的,,/ˈsɒn(ə)rəs/,", piping, high-pitched, reedy, tinny, whistling, unsonorous, nonsonorous","vibrant, remugient (rare), full-bodied, fruity, reverberant, canorous, orotund, deep, resounding, resonant, tympanic, sonorous, rotund, rich, loud, clear, strong, booming","Borrowed from Latin sonorus, from sonor (“sound”).
",stentorian,"euphonious    [WS], low-pitched, deep    [WS], low",sepulchral
immoral,"비도덕적인, 부도덕한",不道德的，道德败坏的,,/ɪˈmɒr(ə)l/,", virtuous    [WS], decent, moral, modest, seemly, proper","unjust, unrighteous, undutiful, devious, wrong, indecorous, aberrant, evil, unconscionable, nefarious, fraudulent, iniquitous, dishonourable, disreputable, wicked, base, unscrupulous, unethical, villainous, vile, errant, unworthy, corrupt, unduteous, wrongful, immoral, unseemly, underhand, morally wrong, depraved, improper, incontinent, immodest, unprincipled, dishonest, unfair, indecent, bad","From im- +‎ moral.
","obscene    [WS], criminal    [WS], dissolute, vicious, shameless, villainous, dishonest, promiscuous    [WS], devious, evil    [WS]",impure    [WS],
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",波动，涨落，起伏,记忆技巧：fluctu 波浪 + ation 状态 → 波动，起伏,/ˌflʌktʃʊˈeɪʃ(ə)n/,,"yo-yoing, alternation, rise and fall, swing, movement, instability, oscillation, alteration, unsteadiness, rising and falling, see-sawing, undulation, shift, change","Borrowed from Latin fluctuatiōnem, accusative singular of fluctuatiō, from fluctuō, from fluctus.
",,,
kinesthetic,운동 감각(성)의,运动觉的,,/ˌkinəsˈTHedik/,,,,,,
synopsis,(글·희곡 등의) 개요,（电影、书籍等的）概要，梗概，提要,,/sɪˈnɒpsɪs/,,"compendium, review, sketch, abstract, outline, rundown, condensation, round-up, résumé, abridgement, precis, summarization, summing-up, digest","From Late Latin synopsis, itself from Ancient Greek σύνοψις (súnopsis), from σύν (sún, “with or whole”) + ὄψις (ópsis, “view”) meaning whole view
",,,
perfidy,배신,背信弃义（行为）；不忠贞（行为）,,/ˈpəːfɪdi/,,"falsity, faithlessness, falseness, treason, infidelity, breach of trust, unfaithfulness, perfidiousness, dishonesty, deceitfulness, disloyalty, duplicity, two-facedness, double-dealing, betrayal, deceit, untrustworthiness","From Middle French perfidie, from Latin perfidus (“faithless, treacherous, false”), from fides (“faith”); related to, for example, English fidelity.
",,,
defunct,(지금은) 현존하지[행해지지/사용되지] 않는,不复存在的；死亡的；失灵的,,/dɪˈfʌŋ(k)t/,,"inoperative, unused, obsolete, non-functioning, unusable, no longer in use","From Old French defunct (French défunt), from Latin dēfunctus, past participle of dēfungor (“to finish, discharge”).
",,,
equitable,"공정한, 공평한",公平合理的；公正的,,/ˈɛkwɪtəb(ə)l/,,just,"From French équitable, from Old French, from equité (“equity”).
",,,
catholic,,广泛的；包罗万象的,,/ˈkaθ(ə)lɪk/,,"wide, broad-based, broad, indiscriminate, eclectic, diversified","From Old French catholique, from Latin catholicus, from Ancient Greek καθολικός (katholikós), from κατά (katá, “according to”) + ὅλος (hólos, “whole”)
",,,
chastise,꾸짖다,严厉批评，谴责，斥责,,/tʃaˈstʌɪz/,,"reprove, berate, upbraid, censure, lecture, criticize, reprimand, castigate, chide, rebuke, haul over the coals, admonish, bring to book, lambaste, pull up, take to task","From Old French chastier, from Latin castigo. See also the doublets chasten and castigate and cf. also chaste.
",,,
abortive,"무산된, 유산된, 수포로 돌아간",失败的；夭折的；无结果的,,/əˈbɔːtɪv/,,"vain, ineffective, inefficacious, worthless, futile, fruitless, sterile, useless, non-successful, to no avail, thwarted, unavailing, ineffectual, to no effect, unproductive, nugatory, unsuccessful","First attested in 1382, with the meaning ""causing stillbirth or miscarriage"". From Middle English, from Old French abortif,[1] from Latin abortīvus (“causing abortion”), from aborior (“miscarry, disappear”), from ab (“amiss”) + orīor (“appear, be born, arise”)[2].
",,,
refute,논박[반박]하다,驳斥；反驳；否认…的正确性（或真实性）,,/rɪˈfjuːt/,,"show to be false, prove to be wrong, rebut, discredit, drive a coach and horses through, show to be wrong, prove to be false, confute, explode, debunk, prove false, demolish, invalidate, give the lie to, prove wrong","From Latin refūtō
",,,
pusillanimous,"겁 많은, 겁쟁이인",怯懦的，胆小的,,/ˌpjuːsɪˈlanɪməs/,,"spiritless, spineless, lily-livered, craven, chicken-hearted, pigeon-hearted","Derived from Latin pusillanimis (“faint-hearted, timid”).
",,,
apace,"빠른 속도로, 빨리",飞快，迅速,,/əˈpeɪs/,,"briskly, speedily, at full tilt, swiftly, at full speed, expeditiously, fast, post-haste, rapidly, without delay","From Middle English apās (“step by step, slowly; quickly, rapidly; at once, promptly”), from Old French à pas (“at a quick pace”).[1]
",,,
impartial,공정한,公正的，无偏见的,,/ɪmˈpɑːʃ(ə)l/,,"detached, uncommitted, even-handed, neutral, disinterested, dispassionate, fair-minded, equitable, just, non-partisan, unprejudiced, non-discriminatory, open-minded, anti-discrimination, uninvolved, fair, objective","Borrowed from Middle French impartial. See im- +‎ partial.
",,,
enthrall,마음을 사로잡다,迷住，迷恋，出神，叫…感到心醉神驰，使…迷惑不解;奴役，俘虏,,/inˈTHrôl/,,"delight, attract, enchant, lure, entrance, fascinate, allure, bewitch, beguile, enrapture, charm","From Middle English enthrallen, equivalent to en- +‎ thrall.
",,,
avouch,진실이라고 단언[언명]하다,保证，担保；断言，公开承认，主张,,/əˈvaʊtʃ/,,"move, affirm, claim, avow, argue, attest, aver, contend, profess, maintain, allege, testify, insist, certify, state, hold, vow, swear","Borrowed from Old French avouchier, from Latin advocāre, present active infinitive of advocō. Doublet of advocate, advoke, and avow.
",,,
confer,상의하다,（常指为达成行动决议而）商讨，商议，协商,,/kənˈfəː/,,"give out to, grant to, award to, extend to, accord to, present with, give to, endow with, gift with, honour with, vest in, present to, decorate with, vouchsafe to, hand out to","From Early Modern English conferre, from Middle French conférer, from Old French conferer, from Latin cōnferō. Compare Dutch confereren (“to confer”), German konferieren (“to confer”), Danish konferere (“to confer”), Swedish konferera (“to confer”).
",,,
acquaint,"익히다, 숙지하다",使认识；使了解；使熟悉；使知悉,,/əˈkweɪnt/,,"keep up to date, get up to date, make conversant, make familiar","From Middle English aqueinten, acointen, from Old French acointier, from Late Latin accognitāre, from Latin ad + cognitus, past participle of cognoscere (“to know”), from con- + noscere (“to know”). See quaint, know.
",,,
err,실수를 범하다,犯错误；做错事；出差错,,/əː/,,"guilty, aberrant, culpable, sinning, misbehaving, transgressing, lawbreaking, errant, delinquent, deviant, lawless, criminal","From Middle English erren, from Old French errer (“to wander, err, mistake”), from Latin errō (“wander, stray, err, mistake”, verb), from Proto-Indo-European *ares- (“to be angry, lose one's temper”). Cognate with Old English eorre, ierre (“anger, wrath, ire”), Old English iersian (“to be angry with, rage, irritate, provoke”), Old English ierre (“wandering, gone astray, confused”)
",,,
perennial,"(아주 오랫동안) 지속되는, 영원한; 계속 반복되는",长期存在的；常年的；不断发生的；反覆的,,/pəˈrɛnɪəl/,,"unending, persisting, continuing, unfailing, continual, never-ending, ceaseless, constant, eternal, never-changing, perpetual, endless, enduring, lasting, permanent, unchanging, abiding, undying","1644, from Latin perennis (“lasting through the whole year”), from per- (“through”) + annus (“year”) + -al; surface analysis per- +‎ -ennial.
",,,
droll,우스꽝스러운,滑稽可笑的，古怪离奇的,,/drəʊl/,,"hilarious, rollicking, amusing, comical, comic, chucklesome, humorous, mirthful","From French drôle (“comical, odd, funny”), from drôle (“buffoon”) from Middle French drolle (“a merry fellow, pleasant rascal”) from Old French drolle (“one who lives luxuriously”), from Middle Dutch drol (“fat little man, goblin”) from Old Norse troll (“giant, troll”) (compare Middle High German trolle (“clown”)), from Proto-Germanic *truzlą (“creature which walks clumsily”), from *truzlaną (“to walk with short steps”). See further at troll.
",,,
rhetoric,미사여구,雄辩言辞；煽动性语言,,/ˈrɛtərɪk/,,"delivery, expression, power of speech, command of language, diction, eloquence, way with words","Borrowed from Old French rhetorique, from Latin rhētorica, from Ancient Greek ῥητορική (rhētorikḗ), ellipsis of ῥητορικὴ τέχνη (rhētorikḕ tékhnē), from ῥητορικός (rhētorikós, “concerning public speech”), from ῥήτωρ (rhḗtōr, “public speaker”).
",,,
enervate,기력을 떨어뜨리다,使衰弱；使无力；使丧失活力,,/ˈɛnəveɪt/,,"sap, tire, make weak, fatigue, prostrate, lay low, incapacitate, indispose, weary, drain, devitalize, enfeeble, weaken, put out of action, make feeble, wear out, immobilize, debilitate","From Latin ēnervātus, past participle of ēnervō (“to weaken”).
",,,
carnage,대학살,（尤指战争中的）大屠杀，残杀,,/ˈkɑːnɪdʒ/,,"bloodbath, decimation, massacre, mass destruction, butchery, bloodletting, destruction, indiscriminate bloodshed, annihilation, mass murder, havoc","Borrowed from Middle French carnage [1], from a Norman or Picard variant Old Northern French) of Old French charnage, from char (“flesh”), or from Vulgar Latin *carnaticum (“slaughter of animals”), itself from Latin carnem, accusative of caro (“flesh”).
",,,
truism,뻔한 말[소리],自明之理，不言而喻的话,,/ˈtruːɪz(ə)m/,,"cliché, hackneyed saying, trite saying, commonplace, banal saying, old chestnut, overworked saying, banality, bromide, stock phrase","true +‎ -ism
",,,
abeyance,"(일시적) 중지, 정지",搁置；暂时中止；暂缓,,/əˈbeɪəns/,,"postpone, pigeonhole, arrest, intermit, put off, prorogue, delay, interrupt, break off, put aside, adjourn, shelve, hold over, defer","First attested in 1528. From Anglo-Norman abeiance (“legal expectation”), from Old French abeance (“desire”) from abeër (“to gape at, aspire after”), abaer, abair (“to desire”), from a (“to”) + baër (“to gape”),[1] bair (“yawn”), from Medieval Latin batō (“to yawn”)[2][3].
",,,
appraisal,(가치·업적·본질에 대한) 평가[판단],评定；鉴定；估价；评价,,/əˈpreɪz(ə)l/,,"rating, judgement, gauging, sizing up, consideration, estimation, summing-up, evaluation","From appraise +‎ -al.
",,,
dubiety,"의심스러움, 불확실함",犹豫;怀疑;疑惑,记忆技巧：dubious 怀疑的 + ety 性质，状态 → 怀疑,/djuːˈbʌɪɪti/,,"confusion, unsureness, hesitancy, suspicion, indecision, lack of certainty, dubiousness, hesitation",,,,
irascible,화를 잘 내는,易怒的，性情暴躁的,,/ɪˈrasɪb(ə)l/,,"ill-tempered, snappish, short-tempered, snappy, waspish, dyspeptic, hot-tempered, crabby, touchy, testy, tetchy, thin-skinned, bad-tempered, quick-tempered, edgy","From French irascible, from Late Latin īrāscibilis.
",,,
sidle,(주저주저하듯) 옆걸음질 치다,侧身而行；悄悄地走,,/ˈsʌɪd(ə)l/,,"inch, tread warily, move furtively, worm, slink, edge, skulk, steal, ease, move with stealth, prowl, nose, slide, sneak, slip","The verb is from side +‎ -le (frequentative suffix), possibly a back-formation from sideling (“in a sidelong direction; askew, obliquely”, adverb), treating that word as the present participle of sidle.[1]
",,,
malady,"심각한 문제, 병폐",病，疾病,,/ˈmalədi/,,"ailment, infirmity, complaint, indisposition, disorder, affliction, infection, sickness, disease","From Middle English maladie, from Old French maladie (“sickness, illness, disease”), from malade (“ill, sick”), from Latin male habitus (“ill-kept, not in good condition”), 1st century AD. See also malice and habit.
",,,
congregate,모이다,聚集，集合,,/ˈkɒŋɡrɪɡeɪt/,,"convene, muster, amass, collect, group, meet, cluster, flock together, rendezvous, gather, get together, come together, crowd, throng, rally","From Latin congregatus, past participle of congregare (“to congregate”), from con- (“with, together”) + gregare (“to collect into a flock”), from grex (“flock, herd”). See gregarious.
",,,
capitulate,(오랫동안 거부하던 것에) 굴복하다,投降；屈服；停止抵抗,,/kəˈpɪtjʊleɪt/,,"climb down, back down, submit, succumb, give in, give way, cave in, give up the struggle, yield, admit defeat, concede defeat, crumble, bow to something, bow to someone","From the participle stem of Medieval Latin capitulare (“draw up under headings”), from Latin capitulum (“heading, chapter, title”), diminutive of caput (“head”).
",,,
aggrandize,"크게 하다, 확대하다(enlarge); 과장하다",扩大…的权势；提高…的地位,,/əˈɡrandʌɪz/,,"unwarranted, overstated, aggrandized, overblown, overplayed, immoderate, pumped up, overripe, magnified","From French agrandir.
",,,
discrete,(같은 종류의 다른 것들과) 별개의,独立的，各自的，单独的,,/dɪˈskriːt/,,"detached, distinct, discontinuous, disjunct, disconnected, disjoined, individual, unattached","From Old French discret, from Latin discrētus, past participle of discernō (“divide”), from dis- + cernō (“sift”). Doublet of discreet.
",,,
apocalypse,(세계의) 파멸,大灾变；大动乱,,/əˈpɒkəlɪps/,,,"From Middle English apocalips, from Latin apocalypsis, from Ancient Greek ἀποκάλυψις (apokálupsis, “revelation”), literally meaning ""uncovering"", from ἀπό (apó, “after”) and καλύπτω (kalúptō, “I cover”).
",,,
hiatus,(행동의) 중단,间断，间隙,,/hʌɪˈeɪtəs/,,"time out, breathing space, break, interruption, interval, gap, lacuna, respite, lull, suspension, intermission, interlude, rest","Borrowed from Latin hiātus (“opening”) (mid-16th century), from hiō (“stand open, yawn”).
",,,
hologram,홀로그램(입체 사진술에 의한 입체 화상),全息图，全息影像,,/ˈhɒləɡram/,,,"holo- +‎ -gram, from Ancient Greek ὅλος (hólos, “whole”) + γραμμή (grammḗ, “letter, line”), coined in 1948 by Hungarian-born British scientist Dennis Gabor, the 1971 Nobel prize winner in physics for his work in holography.
",,,
enervated,"활력을 잃은, 무기력한",乏力的;衰弱的;无精打采的,,,,,,,,
inhibit,억제[저해]하다,使…拘谨；使…有顾忌,,/ɪnˈhɪbɪt/,,"slow down, interfere with, hold back, slow, obstruct, hamper, retard, put a brake on, discourage, hinder","From Latin inhibitus, perfect passive participle of inhibeō (“I hold in, check, restrain”), from in (“in, at, on”), + habeō (“I have, hold, keep”).
",,,
scheme,"(운영) 계획, 제도",阴谋，诡计,,/skiːm/,,"stratagem, programme, strategy, plan of action, game plan, project","From Medieval Latin schēma (“figure, form”), from Ancient Greek σχῆμα (skhêma, “form, shape”), from ἔχω (ékhō, “I hold”). Doublet of schema. Compare sketch.
",,,
specious,허울만 그럴 듯한,似是而非的；貌似有理的；虚假的,,/ˈspiːʃəs/,,"casuistic, sophistic, unsound, fallacious, misleading, false, deceptive, seemingly correct","From Latin speciōsus (“good-looking”).
",,,
