word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
mollify,(사람을) 달래다[진정시키다],使平静；抚慰,,/ˈmɒlɪfʌɪ/,,"placate, pacify, conciliate, humour, soothe, calm, calm down, still, quieten, propitiate","Borrowed from Old French mollifier, from Late Latin mollificare, from Latin mollis (“soft”).
",[VERB],"If you mollify someone, you do or say something to make them less upset or angry.",
arcane,"신비로운, 불가사의한",神秘的；秘密的；晦涩难懂的,,/ɑːˈkeɪn/,,"secret, hidden, concealed, covert, clandestine, enigmatic, dark","Borrowed from Latin arcānus (“hidden, secret”), from arceō (“to shut up, enclose”); cognate with Latin arca (“a chest”).
",[ADJ],Something that is arcane is secret or mysterious.,
oblique,(표현이) 완곡한[에두르는/간접적인],斜的；倾斜的,,/əˈbliːk/,,"slanted, sloping, at an angle, angled, diagonal, aslant, slant, slantwise, sloped, inclined, inclining, tilted, tilting, atilt, skew, on the skew, askew","From Middle French oblique, from Latin oblīquus (“slanting, sideways, indirect, envious”)
",[ADJ],"If you describe a statement as oblique, you mean that is not expressed directly or openly, making it difficult to understand.",
candor,"[U] 공평무사, 허심 탄회; 솔직, 정직; [고어] 순백; [폐어] 순수성, 순결",坦率，正直，公正；白色；光明,记忆技巧：cand 白；发光 + or 表状态 → 坦白,/ˈkandər/,,"openness, honesty, candidness, truthfulness, sincerity, forthrightness, directness, lack of restraint, straightforwardness, plain-spokenness, plain dealing, plainness, calling a spade a spade, unreservedness, bluffness, bluntness, outspokenness","From Latin candor (“brightness, whiteness”), from candeō (“I shine”).
",[ADJ],"When you are candid about something or with someone, you speak honestly.",
luminary,(특수 분야의) 전문가[권위자],（某一领域的）专家，知名人士,,/ˈluːmɪn(ə)ri/,,"guiding light, inspiration, leader, expert, master, panjandrum, dignitary, VIP","From Late Middle English lūminārī, lūminārīe (“lamp; source of spiritual light, example of holiness; glory”), borrowed from Old French luminarie (“lamp, lights, lighting; candles; brightness, illumination”), variant of luminaire (“light fixture”) (modern French luminaire), from Medieval Latin lūminārium,[1] from lūmināre (“that which gives light; light; lamp; body giving light, especially a heavenly body”), from lūmen (“light; brightness”) (ultimately from Proto-Indo-European *lewk- (“bright; to shine”))[2] + -āris (“suffix forming adjectives indicating a relationship or a pertaining to”).
",[NOUN],"If you refer to someone as a luminary, you mean that they are an expert in a particular subject or activity.",
calumny,중상(하는 말),诽谤，诬蔑，中伤,,/ˈkaləmni/,,"defamation, defamation of character, character assassination, misrepresentation of character, evil-speaking, calumniation, libel","From Late Middle English calumnīe (“false accusation, slander; (law) objection raised in bad faith”),[1] borrowed from Old French calomnie (“slander, calumny”) (modern French calomnie), or directly from its etymon Latin calumnia (“false statement, misrepresentation; false accusation, malicious charge”),[2] perhaps related to calvor (“to deceive”), ultimately from Proto-Indo-European *ḱelh₁- or *ḱh₂l-. The English word is a doublet of challenge.
",[NOUN],Calumny or a calumny is an untrue statement made about someone in order to reduce other people's respect and admiration for them.,
appease,달래다,平息；抚慰；绥靖；姑息,,/əˈpiːz/,,"placate, pacify, make peace with, propitiate, palliate, allay, reconcile, win over","From Middle English apesen, from Old French apeser (“to pacify, bring to peace”).
",[VERB],"If you try to appease someone, you try to stop them from being angry by giving them what they want.",
attenuate,"약화시키다, 희석시키다",使减少；使减弱；使降低,,/əˈtɛnjʊeɪt/,,"reduced, lessened, decreased, diminished, impaired, enervated","From Latin attenuāre, from attenuāt-, at- = ad-, ad- (“to”) + tenuāre (“to make thin”), tenuis (“thin”).
",[VERB],To attenuate something means to reduce it or weaken it.,
flambeau,횃불; 장식을 한 큰 촛대,火炬；华丽的大烛台,,/ˈflambəʊ/,,"light, flashlight, beacon","Borrowed from French flambeau.
",[NOUN],"a burning torch, as used in night processions",
eccentric,"괴짜인, 별난, 기이한",怪异的，古怪的；异乎寻常的,,/ɪkˈsɛntrɪk/,,"uncommon, abnormal, irregular, aberrant, anomalous, odd, queer, strange, peculiar, weird, bizarre, off-centre, outlandish, freakish, extraordinary","From Middle French excentrique, from Medieval Latin excentricus, from Ancient Greek ἔκκεντρος (ékkentros, “not having the earth as the center of an orbit”), from ἐκ (ek, “out”) + κέντρον (kéntron, “point”).
",[ADJ],"If you say that someone is eccentric, you mean that they behave in a strange way, and have habits or opinions that are different from those of most people.",
veracity,진실성,真实；诚实；实事求是,,/vəˈrasɪti/,,"truth, accuracy, accurateness, correctness, exactness, precision, preciseness, realism, authenticity, faithfulness, fidelity","From Middle French véracité, from Old French veracitie, from Medieval Latin vērācitās (“truthfulness”), from Latin vērāx (“truthful, speaking truth”), from vērus (“true, real”). See very.
",[NOUN],Veracity is the quality of being true or the habit of telling the truth.,
insinuation,암시(된 내용),旁敲侧击的话;影射;暗示;旁敲侧击;含沙射影;巧妙进入,,/ɪnsɪnjʊˈeɪʃ(ə)n/,,"inference, suggestion, hint, intimation, imputation, innuendo, reference, allusion, indication, undertone, overtone","Borrowed from Middle French insinuation, from Old French, from Latin insinuatio, from īnsinuō (“to push in, creep in, steal in”), from in (“in”) + sinus (“a winding, bend, bay, fold, bosom”)
",[NOUN],,
intramural,교내의,学校内的,,/ˌɪntrəˈmjʊər(ə)l/,,"interior, inside, intramural","From Latin intramuralis, from intra (“within”) + muralis (“of a wall”)
",[ADJ],"Intramural activities happen within one college or university, rather than between different colleges or universities.",
journey,(특히 멀리 가는) 여행[여정/이동],（尤指搭乘交通工具的）旅行，行程,,/ˈdʒəːni/,,"expedition, period of travelling, tour, trek, voyage, cruise, safari, ride, drive, transfer","From Middle English journe, jorney, from Old French jornee, from Medieval Latin diurnata (“a day's work, a day's journey, a fixed day, a day”), from Latin diurnus (“daily”), from diēs (“day”). Displaced native reys.
",[NOUN],"When you make a journey, you travel from one place to another.",
segregate,(사람들을 인종·종교·성별에 따라) 분리[차별]하다,（尤指基于种族或性别原因）隔离并差别对待,,/ˈsɛɡrɪɡeɪt/,,"set apart, keep apart, sort out","From Latin sēgregātus, perfect passive participle of sēgregō (“I separate”), from sē- (“apart”) + gregō (“I flock or group”), from grex (“flock”). Compare gregarious, aggregate.
",[VERB],To segregate two groups of people or things means to keep them physically apart from each other.,
propriety,(행동의 도덕적·사회적) 적절성,（行为）端正，得体，合宜,,/prəˈprʌɪəti/,,"respectability, decency, correctness, appropriateness, good manners, courtesy, politeness, rectitude, civility, modesty, demureness","From Late Middle English propriete (“ownership”), borrowed from Anglo-Norman propreté, Middle French proprieté, from Latin proprietās. Doublet of property.
",[NOUN],Propriety is the quality of being socially or morally acceptable.,
recidivism,상습적 범행,"惯犯;但累犯;再犯;累犯;累犯,惯犯",,/rɪˈsɪdɪvɪz(ə)m/,,,"From French récidivisme, from Latin recidīvus (“returning, recurring”). Compare recidivous, -ism.
",[NOUN],,
infuriate,극도로 화나게 만들다,使大怒，激怒,,/ɪnˈfjʊərɪeɪt/,,"incense, anger, madden, inflame, send into a rage, make someone's blood boil, stir up, fire up","From Medieval Latin infuriatus (“enraged”), past participle of infurio (“to enrage”), from Latin furia (“rage, fury, frenzy”), perhaps via Italian infuriato.
",[VERB],"If something or someone infuriates you, they make you extremely angry.","quirk, idiosyncrasy, foible"
dither,(결정을 못 내리고) 머무적거리다[망설이다],犹豫不决;踌躇,,/ˈdɪðə/,,"falter, waver, teeter, vacillate, oscillate, fluctuate, change one's mind, be in two minds, be ambivalent, be indecisive, be unsure, be undecided","Variant of didder, from Middle English didderen (“to tremble”), ultimately from Proto-Germanic *titrōną, whence also derived Old High German zittarōn (German zittern) and Old Norse titra (Faroese titra, Icelandic titra).
",[VERB],"When someone dithers, they hesitate because they are unable to make a quick decision about something.",
inert,기력이 없는,不动的；不能动的,,/ɪˈnəːt/,,"motionless, immobile, still, stock-still, stationary, static, dormant, sleeping","From French inerte, from Latin iners (“inactive, inert”).
",[ADJ],Someone or something that is inert does not move at all.,
epoch,(중요한 사건·변화들이 일어난) 시대,（尤指出现新进步和大变革的）时代，纪元，时期,,/ˈiːpɒk/,,"age, period, time, aeon, span","From Medieval Latin epocha, from Ancient Greek ἐποχή (epokhḗ, “a check, cessation, stop, pause, epoch of a star, i.e., the point at which it seems to halt after reaching the highest, and generally the place of a star; hence, a historical epoch”), from ἐπέχω (epékhō, “I hold in, check”), from ἐπι- (epi-, “upon”) + ἔχω (ékhō, “I have, hold”).
",[NOUN],"If you refer to a long period of time as an epoch, you mean that important events or great changes took place during it.",
blithe,(하는 일에 대해) 태평스러운,欢乐的，愉快的；无忧无虑的,,/blʌɪð/,,"uncaring, careless, casual, indifferent, thoughtless, unconcerned, unworried, untroubled","From Middle English blithe, from Old English blīþe (“blithe, joyous, cheerful, pleasant; gracious, well-disposed, friendly, kind; agreeable, willing; quiet, peaceful, gentle”), from Proto-Germanic *blīþiz (“mild, pleasing, friendly”), from Proto-Indo-European *bʰlī- (“light, pleasant, fine”), from Proto-Indo-European *bʰel- (“to shine”). Cognate Scots blithe (“joyous, cheerful, happy, well-pleased”), North Frisian blid (“happy, glad”), Saterland Frisian bliede (“happy, joyous, blithe”), West Frisian bliid (“glad, happy, joyful, joyous”), Dutch blijde, blij (“blithe, happy, joyous, glad”), Afrikaans bly (“happy”), German dialectal blid, blied (“glad, happy, cheerful”), Danish blid (“gentle”), Icelandic blíður (“gentle, kind, friendly, mild”). Related to bliss.
",[ADJ],"You use blithe to indicate that something is done casually, without serious or careful thought.",
dour,시무룩한,（通常指人的外表或行为）冷峻的，阴沉的，不苟言笑的,,/ˈdʊə/,,"unsmiling, unfriendly, frowning, poker-faced, severe, forbidding, morose, sour, gruff, surly, uncommunicative, grim, gloomy, dismal, sullen, sombre, grave, sober, serious, solemn, austere, mean-looking, stony, unsympathetic, disapproving","From Scots dour, from Latin dūrus (“hard, stern”), possibly via Middle Irish dúr.
Compare French dur, German Dauer, Italian duro, Portuguese duro, Romanian dur, Spanish duro. Doublet of dure.
",[ADJ],"If you describe someone as dour, you mean that they are very serious and unfriendly.",
enmity,"원한, 증오, 적대감",仇恨，怨恨；敌意,,/ˈɛnmɪti/,,"animosity, antagonism, friction, antipathy, animus, opposition, dissension, rivalry, feud, conflict, discord, contention","From Old French enemisté, ennemistié, from Late Latin, Vulgar Latin *inimīcitās, *inimīcitātem, from Latin inimīcus (“enemy”); cognates: French inimitié, Portuguese inimizade, Spanish enemistad.[1]
",[NOUN],Enmity is a feeling of hatred towards someone that lasts for a long time.,
axiom,"자명한 이치, 공리, 격언",（被普遍接受的）公理，原则,,/ˈaksɪəm/,,"general truth, dictum, truism, principle"," A statue honouring the Greek mathematician Euclid (fl. 300 b.c.e.) at the Oxford University Museum of Natural History in Oxford, Oxfordshire, England, UK",[NOUN],An axiom is a statement or idea which people accept as being true.,
benign,"상냥한, 유순한",慈祥的；和善的,,/bɪˈnʌɪn/,,"kind, warm-hearted, good-natured, friendly, warm, affectionate, agreeable, amiable, good-humoured, genial, congenial, cordial, approachable, tender, tender-hearted, soft-hearted, gentle, sympathetic, compassionate, caring, considerate, thoughtful, helpful, well disposed, obliging, accommodating, generous, big-hearted, unselfish, benevolent, gracious, liberal, indulgent","From Middle English benigne, benygne, from Old French benigne, from Latin benignus (“kind, good”), from bene (“well”) + genus (“origin, kind”). Compare malign.
",[ADJ],"You use benign to describe someone who is kind, gentle, and harmless.",
carnivorous,<동물이> 육식성의; <식물이> 식충성의,(动物)食肉的;(人)爱吃肉的，肉食性的,记忆技巧：carni〔= carn 肉〕+ vor 吃 + ous …的 → 食肉的,/kɑːˈnɪv(ə)rəs/,,"flesh-eating, predatory, of prey, hunting, raptorial","From Latin carnivorus (“flesh-eating”)
",[ADJ],Carnivorous animals eat meat.,
emancipate,(법적·정치적·사회적 제약에서) 해방시키다,解放；给予人们政治或社会自由权利,,/ɪˈmansɪpeɪt/,,"independent, unconstrained, unrepressed, uninhibited, free and easy, free, free-spirited","From Latin emancipatus, past participle of emancipare (“to declare (a son) free and independent of the father's power by the thrice-repeated act of mancipatio and manumission, give from one's own power or authority into that of another, give up, surrender”), from e (“out”) + mancipare (“to transfer ownership in”), from manceps (“purchaser, a contractor, literally, one who takes in hand”), from manus (“hand”) + capere (“to take”). See manual, and capable.
",[VERB],"If people are emancipated, they are freed from unpleasant or unfair social, political, or legal restrictions.",
homosexual,동성애자(보통 남자),（尤指男性）同性恋者,,/ˌhɒmə(ʊ)ˈsɛkʃʊəl/,,"lesbian, lesbigay","Borrowed from German Homosexual, from homo- (“same”) + sexual (“relating to sex (gender) or sexuality”), coined by Karl-Maria Kertbeny in 1869, and popularized in Richard von Krafft-Ebing's 1886 Psychopathia Sexualis (in German) and Charles Gilbert Chaddock's 1892 English translation thereof (compare bisexual), displacing the slightly older term Uranian. Equivalent to homo- +‎ -sexual.
",[ADJ],A homosexual relationship is a sexual relationship between people of the same sex.,
penury,극빈,赤贫,,/ˈpɛnjʊri/,,"extreme poverty, pennilessness, impecuniousness, impoverishment, indigence, need, neediness, want, destitution, privation, deprivation, hardship, beggary, bankruptcy, insolvency, ruin, reduced circumstances, straitened circumstances","From Latin penuria (“want”), related to paene (“scarcely”), c. 1400. Compare French pénurie.
",[NOUN],Penury is the state of being extremely poor.,
imperious,고압적인,专横的，跋扈的,,/ɪmˈpɪərɪəs/,,"high-handed, commanding, imperial, overbearing, overweening, domineering, authoritarian, dictatorial, authoritative, lordly, officious, assertive, dominating, bullish, forceful, bossy, arrogant","From Latin imperiōsus (“mighty, powerful”), from imperium (“command, authority, power”)
",[ADJ],"If you describe someone as imperious, you mean that they have a proud manner and expect to be obeyed.",
synchronous,동시 발생[존재]하는,同时的,,/ˈsɪŋkrənəs/,,"happening at the same time, done at the same time, contemporaneous, concomitant, coinciding, coincident, synchronous, synchronized, synchronic","From Ancient Greek σύγχρονος (súnkhronos, “contemporaneous”), from σῠν- (sun-, “with, together”) + χρόνος (khrónos, “time”).
",[ADJ],occurring at the same time; contemporaneous,
dejected,"실의에 빠진, 낙담한",沮丧的；失意的；失望的,,/dɪˈdʒɛktɪd/,,"downhearted, despondent, disconsolate, dispirited, crestfallen, cast down, depressed, disappointed, disheartened, discouraged, demoralized, crushed, desolate, heartbroken, broken-hearted, heavy-hearted, low-spirited, in the doldrums, sad, unhappy, doleful, melancholy, miserable, woebegone, forlorn, long-faced, fed up, wretched, glum, gloomy, dismal",,[ADJ],"If you are dejected, you feel miserable or unhappy, especially because you have just been disappointed by something.",
centrist,중도주의자,中间派的；温和派的,,/ˈsɛntrɪst/,,,"From French centriste.
",[ADJ],Centrist policies and parties are moderate rather than extreme.,
gullible,"남을 잘 믿는, 잘 속아 넘어가는",容易上当的，易受欺骗的，轻信的,,/ˈɡʌləb(ə)l/,,"over-trusting, over-trustful, trustful, easily deceived, easily led, easily taken in, exploitable, dupable, deceivable, impressionable, unsuspecting, unsuspicious, unwary, unguarded, unsceptical, ingenuous, naive, innocent, simple, inexperienced, unworldly, green, as green as grass, childlike, ignorant","Either gull +‎ -ible, or from dialect Middle English gull (“newly hatched bird”), perhaps from Old Norse gulr, from the hue of its down.[1]
",[ADJ],"If you describe someone as gullible, you mean they are easily tricked because they are too trusting.",
propitiate,달래다,使息怒；劝解；抚慰,,/prəˈpɪʃɪeɪt/,,"placate, mollify, pacify, make peace with, conciliate, make amends to, soothe, calm, humour, win over, satisfy","From Latin propitiāre (“make favourable”), from propitius (“favourable, gracious”).
",[VERB],"If you propitiate someone, you stop them being angry or impatient by doing something to please them.",
haphazard,"무계획적인, 되는 대로의",无秩序的，无计划的，随意的,,/hapˈhazəd/,,"unplanned, unsystematic, unmethodical, disorganized, disorderly, irregular, indiscriminate, chaotic, hit-and-miss, arbitrary, orderless, aimless, undirected, careless, casual, slapdash, slipshod","From archaic hap (“chance, luck”) +‎ hazard.
",[ADJ],"If you describe something as haphazard, you are critical of it because it is not at all organized or is not arranged according to a plan.",
impugn,의문을 제기하다,抨击；质疑,,/ɪmˈpjuːn/,,"challenge, question, dispute, query, take issue with, impeach","Borrowed from Middle French impugner, from Latin impugnō, from im- + pugnō (“fight”), from pugnus (“fist”), as in English pugilism (“fighting with fists, boxing”); from Proto-Indo-European roots.
",[VERB],"If you impugn something such as someone's motives or integrity, you imply that they are not entirely honest or honourable.",dykey
martinet,(명령·규율에) 아주 엄격한 사람,严格执行规章制度的人,,/ˌmɑːtɪˈnɛt/,,"slave driver, stickler for discipline, taskmaster, taskmistress, authoritarian, tyrant","From marteau (“hammer”), from Latin martulus (“hammer”)
",[NOUN],"If you say that someone is a martinet, you are criticizing them because they are very strict and demand that people obey their rules and orders.",
incipient,막 시작된,刚开始的；早期的,,/ɪnˈsɪpɪənt/,,"impending, growing, emerging, emergent, dawning","Borrowed from Latin incipiēns, present participle of incipiō (“begin”).
",[ADJ],An incipient situation or quality is one that is starting to happen or develop.,
foster,"조성하다, 발전시키다",收养，代养，抚育（他人子女，通常指有限的一段时间）,,/ˈfɒstə/,,"promote, further, stimulate, advance, forward, cultivate, nurture, strengthen, enrich, help, aid, abet, assist, contribute to, support, endorse, champion, speak for, proselytize, sponsor, espouse, uphold, back, boost, give backing to, facilitate","From Old Norse fóstr (“rear, raise”)
",[ADJ],"Foster parents are people who officially take a child into their family for a period of time, without becoming the child's legal parents. The child is referred to as their foster child.",
incarnation,(특정한 형태로 사는) 생애,（宗教观念中人的）化身,,/ɪnkɑːˈneɪʃ(ə)n/,,"personification, exemplification, type, epitome","From Middle English incarnacion, borrowed from Old French incarnacion, from Medieval Latin, Ecclesiastical Latin incarnatio, from Late Latin incarnari (“to be made flesh”).
",[NOUN],"If you say that someone is the incarnation of a particular quality, you mean that they represent that quality or are typical of it in an extreme form.",
recidivist,상습범,累犯；惯犯,,/rɪˈsɪdɪvɪst/,,"lacking faith, backsliding, recidivist, apostate","From French récidiviste, from Latin recidīvus (“returning, recurring”). Compare recidivous, -ist.
",[NOUN],"A recidivist is someone who has committed crimes in the past and has begun to commit crimes again, for example after a period in prison.",
cosmopolitan,(문화의 다양성 면에서) 세계적인[국제적인],来自世界各地的；国际大都会的；世界性的,,/ˌkɒzməˈpɒlɪt(ə)n/,,"multiracial, worldwide, global, universal","From cosmopolite +‎ -an. Compare metropolitan and megalopolitan.
",[ADJ],A cosmopolitan place or society is full of people from many different countries and cultures.,
dulcimer,덜시머(두 개의 나무망치로 철선을 두드려 소리를 내는 타악기),扬琴；洋琴,,/ˈdʌlsɪmə/,,,"From Old French doulcemelle, probably from Latin dulce melos (“sweet song”), from Ancient Greek μέλος (mélos, “melody, song”).
",[NOUN],a tuned percussion instrument consisting of a set of strings of graduated length stretched over a sounding board and struck with a pair of hammers,
eclectic,절충적인; 다방면에 걸친,不拘一格的；相容并蓄的；博采众长的,,/ɪˈklɛktɪk/,,"wide, broad, broad-ranging, broad-based, extensive, comprehensive, encyclopedic, general, universal, varied, diverse, diversified, catholic, liberal, cross-disciplinary, interdisciplinary, multidisciplinary, all-embracing, non-exclusive, inclusive, indiscriminate, many-sided, multifaceted, multifarious, heterogeneous, miscellaneous, assorted","From French éclectique, from Ancient Greek ἐκλεκτικός (eklektikós, “selective”), from ἐκλέγω (eklégō, “I pick, choose”), from ἐκ (ek, “out, from”) + λέγω (légō, “I choose, count”).
",[ADJ],"An eclectic collection of objects, ideas, or beliefs is wide-ranging and comes from many different sources.",
laudable,(비록 성공하지 못한다 하더라도) 칭찬[감탄]할 만한,（行为）值得赞扬的，值得称赞的,,/ˈlɔːdəb(ə)l/,,"commendable, admirable, meritorious, worthy, deserving, creditable, worthy of admiration, estimable, of note, noteworthy, exemplary, reputable, honourable, excellent, sterling","Borrowed from Old French laudable or directly from Latin laudabilis; equivalent to laud +‎ -able.
",[ADJ],Something that is laudable deserves to be praised or admired.,
loquacious,말이 많은,健谈的，话多的,,/ləˈkweɪʃəs/,,"garrulous, voluble, over-talkative, long-winded, wordy, verbose, profuse, prolix, effusive, gushing, rambling","Borrowed from Latin loquāx (“talkative”) + -cious.
",[ADJ],"If you describe someone as loquacious, you mean that they talk a lot.",
prolific,다작하는,作品丰富的；多产的,,/prəˈlɪfɪk/,,"creative, inventive, fertile","1640-1650: from French prolifique, from Latin proles (“offspring”) and facere (“to make”).
",[ADJ],"A prolific writer, artist, or composer produces a large number of works.",
recumbent,누워 있는,躺着的；躺倒的,,/rɪˈkʌmb(ə)nt/,,"flat, horizontal, stretched out, sprawled, spreadeagled, reclining, resting, lounging, prone, prostrate, supine","From Latin present participle recumbēns, from recumbere, infinitive of recumbō (“I recline”).
",[ADJ],A recumbent figure or person is lying down.,
craven,"용기 없는, 비겁한",怯懦的，懦弱的，胆小的,,/ˈkreɪv(ə)n/,,"lily-livered, chicken-hearted, pigeon-hearted, spiritless, spineless, craven","From Middle English craven (adjective).
",[ADJ],Someone who is craven is very cowardly.,
penurious,"몹시 가난한, 극빈한",赤贫的,,/pɪˈnjʊərɪəs/,,"as poor as a church mouse, poverty-stricken, destitute, necessitous, in penury, impecunious, impoverished, indigent, needy, in need, in want, badly off, in reduced circumstances, in straitened circumstances, hard up, on one's beam-ends, unable to make ends meet, underprivileged, penniless, without a sou, moneyless, bankrupt, bust, insolvent","From Medieval Latin pēnūriōsus. See penury from Latin penuria (“want”), related to paene (“scarcely”), c. 1400. Compare French pénurie.
",[ADJ],niggardly with money,
notorious,악명 높은,臭名昭著的，声名狼藉的,记忆技巧：not 知道 + or 表人 + ious 多…的 →〔因做坏事〕让很多人知道 → 恶名昭彰的,/nə(ʊ)ˈtɔːrɪəs/,,"of ill repute, with a bad name, with a bad reputation, ill-famed, scandalous","First attested 1548, from Medieval Latin nōtōrius (“widely or fully known”), from Latin nōtus (“known”), perfect passive participle of nōscō (“get to know”). Negative sense appeared in seventeenth century.
",[ADJ],To be notorious means to be well-known for something bad.,
conflagration,"큰불, 대화재",大火，大火灾,,/ˌkɒnfləˈɡreɪʃ(ə)n/,,"blaze, flames, inferno, firestorm, holocaust","From Middle French, from Latin cōnflagrātiō (“burning, conflagration”).
",[NOUN],A conflagration is a fire that burns over a large area and destroys property.,
hyperbole,과장법,夸张法,,/hʌɪˈpəːbəli/,,"overstatement, magnification, amplification, embroidery, embellishment, overplaying, excess, overkill","From Latin hyperbolē, from Ancient Greek ὑπερβολή (huperbolḗ, “excess, exaggeration”), from ὑπέρ (hupér, “above”) + βάλλω (bállō, “I throw”). Doublet of hyperbola.
",[NOUN],"If someone uses hyperbole, they say or write things that make something sound much more impressive than it really is.",
extradite,(범죄인을 그 관할국에) 인도하다,引渡,,/ˈɛkstrədʌɪt/,,"hand over, send back, send home, repatriate, expel, banish","Back-formation from extradition. (Source: SOED 1983.)
",[VERB],"If someone is extradited, they are officially sent back to their own or another country to be tried for a crime that they have been accused of.",
chock-full,꽉 들어찬,充满的，塞满的；挤满的,,/tʃɒkˈfʊl/,,"full, well stocked, well supplied, well provided, crammed, crowded, packed, jammed, stuffed, teeming, overflowing, bursting, brimful, brimming, loaded, overloaded, thick, solid, charged, abounding",,[ADJ],Something that is chock-full is completely full.,
interloper,침입자,闯入者,,/ˈɪntələʊpə/,,"encroacher, trespasser, invader, infiltrator, unwanted person, unwanted visitor, uninvited guest","1590s, from inter- +‎ loper (“runner, rover”), as in landloper (“vagrant”) (from lope (“to leap, to jump”) (originally dialectal). Originally spelt enterloper and used in specific sense “unauthorized trader trespassing on privileges of chartered companies”, later general sense of “self-interested intruder” from 1630s.[1]
",[NOUN],"If you describe someone as an interloper, you mean that they have come into a situation or a place where they are not wanted or do not belong.",
disparage,폄하하다,贬斥，贬低,,/dɪˈsparɪdʒ/,,"denigrate, deprecate, depreciate, downgrade, play down, deflate, trivialize, minimize, make light of, treat lightly, undervalue, underrate, underestimate","From Middle English disparage (noun), disparagen (verb), from Old French desparage (noun), desparagier (verb), from des- + parage (“equal rank, rank”).
",[VERB],"If you disparage someone or something, you speak about them in a way which shows that you do not have a good opinion of them.","spread-eagled, resting"
carcinogenic,"발암성의, 암을 유발할",致癌的,,/ˌkɑːs(ɪ)nəˈdʒɛnɪk/,,,"carcino- +‎ -genic
",[ADJ],A substance that is carcinogenic is likely to cause cancer.,
phlegmatic,"침착한, 냉정한",冷静的，沉着的，镇定的,,/flɛɡˈmatɪk/,,"composed, collected, calm, cool, calm, and collected, as cool as a cucumber, cool-headed, self-controlled, poised, tranquil, serene, relaxed, easy-going, unexcitable, even-tempered, placid, sedate, phlegmatic","From Old French fleumatique, from Latin phlegmaticus, from Ancient Greek φλεγματικός (phlegmatikós), from φλέγμα (phlégma).
",[ADJ],Someone who is phlegmatic stays calm even when upsetting or exciting things happen.,
odium,증오,憎恨；厌恶,,/ˈəʊdɪəm/,,"abhorrence, repugnance, revulsion, repulsion, loathing, detestation, hatred, hate, execration, obloquy, dislike, disapproval, disapprobation, distaste, disfavour, aversion, antipathy, animosity, animus, enmity, hostility, contempt, censure, condemnation","Borrowed from Latin odium.
",[NOUN],"Odium is the dislike, disapproval, or hatred that people feel for a particular person, usually because of something that the person has done.",
serrated,톱니 모양의,锯齿边的,,/səˈreɪtɪd/,,"sawtoothed, sawtooth, saw-edged, zigzag, notched, indented, toothed","Past participle of serrate, From Latin  serratus (“saw shaped”), from serra (“saw”).
",[ADJ],A serrated object such as a knife or blade has a row of V-shaped points along the edge.,
perspicacious,"명민한, 총기 있는",聪颖的；敏锐的；有洞察力的,,/ˌpəːspɪˈkeɪʃəs/,,"sharp-witted, sharp, acute, intelligent, clever, alert, canny, media-savvy, perceptive, perspicacious, observant, discriminating, sagacious, sage, wise, far-seeing, far-sighted","First attested 1548, from Late Latin perspicācitās (“discernment”), from Latin perspicax (“sharp-sighted”), from perspiciō (“look through”), from per- (“through”) + speciō (“look at”). See also perspective.
",[ADJ],"Someone who is perspicacious notices, realizes, and understands things quickly.",
eulogize,칭송하다,歌颂，赞美，称颂,,/ˈjuːlədʒʌɪz/,,"go into raptures about, go into raptures over, wax lyrical about, sing the praises of, praise to the skies, heap praise on, rhapsodize about, rhapsodize over, rave about, rave over, enthuse about, enthuse over, gush about, gush over, throw bouquets at, express delight over, acclaim, extol",,[VERB],"If you eulogize someone or something, you praise them very highly.",
melancholy,(장기적이고 흔히 이유를 알 수 없는) 우울감[비애],忧郁的，忧伤的,,/ˈmɛlənkəli/,,"sadness, pensiveness, woe, sorrow, melancholia","From Middle English malencolie, from Old French melancolie, from Ancient Greek μελαγχολία (melankholía, “atrabiliousness”), from μέλας (mélas), μελαν- (melan-, “black, dark, murky”) + χολή (kholḗ, “bile”). Compare the Latin ātra bīlis (“black bile”).
",[ADJ],You describe something that you see or hear as melancholy when it gives you an intense feeling of sadness.,
ambient,주위[주변]의,周围的；（尤指）周围环境条件的,,/ˈambɪənt/,,,"From Latin ambiēns (“going around”), from ambiō (“go around”).
",[ADJ],The ambient temperature is the temperature of the air above the ground in a particular place.,
claustrophobia,밀실 공포증; 갇혀 있는 듯한 느낌,幽闭恐惧（症）,,/ˌklɔːstrəˈfəʊbɪə/,,,"From Latin claustrum (“a shut-in place”), from claudō (“I shut, close; I imprison, confine”) + -phobia. First attested in the British Medical Journal.
",[NOUN],Someone who suffers from claustrophobia feels very uncomfortable or anxious when they are in small or enclosed places.,
garrulous,"수다스러운, 말이 많은",（尤指对鸡毛蒜皮的事情）喋喋不休的，絮叨的，饶舌的,,/ˈɡar(j)ʊləs/,,"loquacious, voluble, verbose, long-winded, chatty, chattery, chattering, gossipy, gossiping, babbling, blathering, prattling, prating, jabbering, gushing, effusive, expansive, forthcoming, conversational, communicative","Borrowed from Latin garrulus (“talkative”), from the verb garriō (“I chatter”).
",[ADJ],"If you describe someone as garrulous, you mean that they talk a great deal, especially about unimportant things.",
