word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
enjoin,(무엇을 하도록) 명하다[이르다],嘱咐；吩咐,,/ɪnˈdʒɔɪn/,,"encourage, try to persuade, adjure, admonish, press, prompt, prod, goad, egg on, spur, push, pressure, put pressure on, use pressure on, pressurize, lean on","From Middle English enjoinen, from Old French enjoindre (“to join with”), from Latin iniungo (“to attach”), a compound of in- (“into” “upon”) and iungo.
",,,
dismay,"(충격을 받은 뒤의) 실망, 경악",沮丧，灰心，失望,,/dɪsˈmeɪ/,,"shock, surprise, consternation, concern, perturbation, disquiet, disquietude, discomposure, distress, upset, anxiety, trepidation, fear","From Middle English dismayen, from Anglo-Norman *desmaiier, alteration of Old French esmaier (“to frighten”), probably from Vulgar Latin *exmagare (“to deprive (someone) of strength, to disable”), from ex- + *magare (“to enable, empower”), from Proto-Germanic *maginą, *maganą (“might, power”), from Proto-Indo-European *megʰ- (“to be able”). Akin to Old High German magan, megin (“power, might, main”), Old English mæġen (“might, main”), Old High German magan, mugan (“to be powerful, able”), Old English magan (“to be able”). Cognate with Portuguese desmaiar (“to faint”). See also Portuguese esmagar, Spanish amagar. More at main, may.
",,,
fortuitous,"우연한, (특히) 행운의",（有利的事）偶然发生的，碰巧的,,/fɔːˈtjuːɪtəs/,,"unexpected, unanticipated, unpredictable, unforeseen, unlooked-for, serendipitous, casual, incidental, coincidental, haphazard, random, accidental, inadvertent, unintentional, unintended, unplanned, unpremeditated","From Latin fortuītus.
",,,
quotidian,"일상적인, 보통의",平常的，普通的；日常的,,/kwɒˈtɪdɪən/,,"everyday, day-to-day, quotidian","From Anglo-Norman cotidian, cotidien, Middle French cotidian, cotidien, and their source, Latin cottīdiānus, quōtīdiānus (“happening every day”), from adverb cottīdiē, quōtīdiē (“every day, daily”), from an unattested adjective derived from quot (“how many”) + locative form of diēs (“day”).
",,,
intrinsic,"고유한, 본질적인",固有的，本质的，根本的,,/ɪnˈtrɪnsɪk/,", extrinsic    [WS]","native, inborn, immanent, congenital, permanent, essential, built-in, inseparable, instilled, inherent, integral, deep-rooted, natural, inbred, intrinsic, radical, ingrained, infused, constitutional, inbuilt, indelible, ineffaceable, ineradicable, innate, inwrought (figurative)","From Middle French intrinsèque, from Latin intrīnsecus (“on the inside, inwardly”), from *intrim, an assumed adverbial form of inter (“within”) + secus (“by, on the side”).
","indwelling, inherent, innate    [WS]",,
lambaste,(특히 공개적으로) 맹공격[비판]하다,猛烈抨击；狠狠批评,,/lamˈbeɪst/,,"castigate, chastise, censure, condemn, take to task, harangue, attack, rail at, rant at, revile, fulminate against, call over the coals, haul over the coals","First attested in 1637. Probably lam (“beat”) +‎ baste (“beat”)
",,,
laxative,완하제(배변을 쉽게 하는 약·음식·음료),泻药，通便剂,,/ˈlaksətɪv/,,"aperient, lenitive, cathartic, evacuant, purging","From Middle French laxatif, from Latin laxatus
",,,
esoteric,"소수만 이해하는[즐기는], 비전(秘傳)의",极不寻常的；只有少数人（尤指内行）才懂的；限于小圈子的,,/ˌɛsəˈtɛrɪk/,,"obscure, arcane, recherché, rarefied, recondite, abstract, difficult, hard, puzzling, perplexing, enigmatic, inscrutable, cryptic, Delphic","From Ancient Greek ἐσωτερικός (esōterikós, “belonging to an inner circle”), from ἐσωτέρω (esōtérō, “further inside”), comparative of ἔσω (ésō, “within”), from ἐς (es), εἰς (eis, “into”) (esoteric originally referred to the secret teachings of Greek philosophers, versus public or exoteric ones).
",,,
melancholic,(특히 병적으로) 우울한,忧郁的,,/mɛlənˈkɒlɪk/,,,"From Ancient Greek μελαγχολικός (melankholikós, “atrabilious, impulsive, of atrabilious or melancholic temperament”), from μελαγχολία (melankholía, “melancholy”).
",,,
endow,(학교 등의 기관에 많은 돈을) 기부하다,向（院校、医院等）捐款，捐赠，资助,,/ɪnˈdaʊ/,,pass down,"From Late Middle English endowen, endouen, enduen, indouen, indw (“to provide with assets, a livelihood, or privileges; to bestow, grant; (figuratively) to favour; to endow”),[1] from Anglo-Norman endouer, from Old French en- (prefix meaning ‘in, into’) + douer (“to endow”) (from Latin dōtāre, present active infinitive of dōtō (“to endow”), from dōs (“dowry; endowment, gift”) (ultimately from Proto-Indo-European *deh₃- (“to give”)) + -ō (suffix forming regular first-conjugation verbs); modern French douer).[2]
",,,
alibi,알리바이,（尤指没有犯罪时间的）不在犯罪现场的证据,,/ˈalɪbʌɪ/,,"defending evidence, plea","Borrowed from Latin alibī (“elsewhere, at another place”, adverb).
",,,
induct,취임시키다,使正式就任；正式吸收…为会员；使入门；传授,,/ɪnˈdʌkt/,,"allow into, introduce to, initiate into, install in, instate in, swear into","Originated 1350–1400 from Middle English induct, borrowed from Latin inductus, perfect passive participle of indūcō, equivalent to induce + -tus (past participle suffix).
",,,
condolence,"애도, 조의",吊唁（词）；哀悼（词）,,/kənˈdəʊl(ə)ns/,,"commiseration, commiserations, solace, comfort, consolation, fellow feeling, understanding, empathy, compassion, pity, solicitude, concern, support","condole +‎ -ence, or from Middle French condoléance, or formed from the root of Latin condoleo (“to sympathize”), from con- (“together, with”) and doleo (“hurt, suffer, have pain”).
",,,
revile,매도하다,谩骂；辱骂；痛斥,,/rɪˈvʌɪl/,,"censure, condemn, attack, inveigh against, rail against, lambaste, flay, savage, brand, stigmatize, denounce","From Middle English revilen, from re + Old French aviler (“to make vile or cheap, disprize, disesteem”), from a- (“to”) + vil (“vile, cheap”); see vile.
",,,
fissure,(특히 암석·지면의) 길게 갈라진 틈,（岩石或土地的）裂缝，裂隙,,/ˈfɪʃə/,,"crevice, crack, cleft, cranny, chink, slit, groove, gap, hole, breach, aperture, vent, interstice","Borrowed from Old French fissure, Latin fissura.
",,,
orifice,(특히 인체의) 구멍,（尤指身体的）孔，窍，穴，腔,,/ˈɒrɪfɪs/,,"hole, aperture, crack, slot, slit, cleft, cranny, chink, gap, space, vent, breach, break, rent, fissure, mouth, crevice, rift, perforation, pore","From Middle French, from Old French, from Late Latin orificium (“an opening, literally the making of a mouth”), compound of os (“mouth”) + facio (“to make”).
",,,
inchoate,이제 시작 단계인,才开始的；不完全的；未发展完善的,,/ɪnˈkəʊeɪt/,,"undeveloped, unformed, immature, incomplete, incipient, inchoate, just beginning","From Latin incohātus (“begun, unfinished”), perfect passive participle of incohō (“begin”). Cognate with Spanish incoar (“to initiate, commence, begin”).
",,,
sonorous,"(소리가) 듣기 좋은, 낭랑한",（声音）浑厚的,,/ˈsɒn(ə)rəs/,", nonsonorous, reedy, whistling, high-pitched, piping, tinny, unsonorous","loud, resonant, deep, orotund, clear, rotund, vibrant, booming, remugient (rare), strong, canorous, rich, resounding, full-bodied, tympanic, sonorous, reverberant, fruity","Borrowed from Latin sonorus, from sonor (“sound”).
",stentorian,,
immoral,"비도덕적인, 부도덕한",不道德的，道德败坏的,,/ɪˈmɒr(ə)l/,", decent, seemly, modest, proper, virtuous    [WS], moral","wrongful, depraved, morally wrong, iniquitous, wicked, dishonourable, indecorous, unduteous, evil, underhand, immodest, incontinent, villainous, bad, undutiful, unconscionable, errant, unprincipled, fraudulent, unseemly, unfair, dishonest, unjust, vile, unworthy, nefarious, unscrupulous, disreputable, unethical, wrong, base, devious, aberrant, unrighteous, corrupt, immoral, indecent, improper","From im- +‎ moral.
","criminal    [WS], devious, dishonest, dissolute, evil    [WS], obscene    [WS], promiscuous    [WS], shameless, vicious, villainous",,
fluctuation,"(방향·위치·상황의) 변동, 오르내림; 파동; (사람·마음의) 동요; [pl.] 성쇠, 흥망(ups and downs)",波动，涨落，起伏,记忆技巧：fluctu 波浪 + ation 状态 → 波动，起伏,/ˌflʌktʃʊˈeɪʃ(ə)n/,,"shift, change, alteration, swing, movement, oscillation, undulation, alternation, rise and fall, rising and falling, see-sawing, yo-yoing, instability, unsteadiness","Borrowed from Latin fluctuatiōnem, accusative singular of fluctuatiō, from fluctuō, from fluctus.
",,,
kinesthetic,운동 감각(성)의,运动觉的,,/ˌkinəsˈTHedik/,,,,,,
synopsis,(글·희곡 등의) 개요,（电影、书籍等的）概要，梗概，提要,,/sɪˈnɒpsɪs/,,"precis, résumé, abstract, outline, condensation, digest, summarization, summing-up, rundown, round-up, abridgement, review, sketch, compendium","From Late Latin synopsis, itself from Ancient Greek σύνοψις (súnopsis), from σύν (sún, “with or whole”) + ὄψις (ópsis, “view”) meaning whole view
",,,
perfidy,배신,背信弃义（行为）；不忠贞（行为）,,/ˈpəːfɪdi/,,"duplicity, deceit, perfidiousness, deceitfulness, disloyalty, infidelity, faithlessness, unfaithfulness, betrayal, treason, falseness, falsity, double-dealing, dishonesty, two-facedness, untrustworthiness, breach of trust","From Middle French perfidie, from Latin perfidus (“faithless, treacherous, false”), from fides (“faith”); related to, for example, English fidelity.
",,,
defunct,(지금은) 현존하지[행해지지/사용되지] 않는,不复存在的；死亡的；失灵的,,/dɪˈfʌŋ(k)t/,,"no longer in use, unused, inoperative, non-functioning, unusable, obsolete","From Old French defunct (French défunt), from Latin dēfunctus, past participle of dēfungor (“to finish, discharge”).
",,,
equitable,"공정한, 공평한",公平合理的；公正的,,/ˈɛkwɪtəb(ə)l/,,just,"From French équitable, from Old French, from equité (“equity”).
",,,
catholic,,广泛的；包罗万象的,,/ˈkaθ(ə)lɪk/,,"diversified, wide, broad, broad-based, eclectic, indiscriminate","From Old French catholique, from Latin catholicus, from Ancient Greek καθολικός (katholikós), from κατά (katá, “according to”) + ὅλος (hólos, “whole”)
",,,
chastise,꾸짖다,严厉批评，谴责，斥责,,/tʃaˈstʌɪz/,,"upbraid, berate, reprimand, reprove, rebuke, admonish, chide, censure, castigate, lambaste, lecture, criticize, pull up, take to task, haul over the coals, bring to book","From Old French chastier, from Latin castigo. See also the doublets chasten and castigate and cf. also chaste.
",,,
abortive,"무산된, 유산된, 수포로 돌아간",失败的；夭折的；无结果的,,/əˈbɔːtɪv/,,"unsuccessful, non-successful, vain, thwarted, futile, useless, worthless, ineffective, ineffectual, to no effect, inefficacious, fruitless, unproductive, unavailing, to no avail, sterile, nugatory","First attested in 1382, with the meaning ""causing stillbirth or miscarriage"". From Middle English, from Old French abortif,[1] from Latin abortīvus (“causing abortion”), from aborior (“miscarry, disappear”), from ab (“amiss”) + orīor (“appear, be born, arise”)[2].
",,,
refute,논박[반박]하다,驳斥；反驳；否认…的正确性（或真实性）,,/rɪˈfjuːt/,,"prove false, prove wrong, prove to be false, prove to be wrong, show to be false, show to be wrong, rebut, confute, give the lie to, demolish, explode, debunk, drive a coach and horses through, discredit, invalidate","From Latin refūtō
",,,
pusillanimous,"겁 많은, 겁쟁이인",怯懦的，胆小的,,/ˌpjuːsɪˈlanɪməs/,,"lily-livered, chicken-hearted, pigeon-hearted, spiritless, spineless, craven","Derived from Latin pusillanimis (“faint-hearted, timid”).
",,,
apace,"빠른 속도로, 빨리",飞快，迅速,,/əˈpeɪs/,,"fast, swiftly, rapidly, speedily, briskly, without delay, post-haste, expeditiously, at full speed, at full tilt","From Middle English apās (“step by step, slowly; quickly, rapidly; at once, promptly”), from Old French à pas (“at a quick pace”).[1]
",,,
impartial,공정한,公正的，无偏见的,,/ɪmˈpɑːʃ(ə)l/,,"unprejudiced, neutral, non-partisan, non-discriminatory, anti-discrimination, disinterested, uninvolved, uncommitted, detached, dispassionate, objective, open-minded, equitable, even-handed, fair, fair-minded, just","Borrowed from Middle French impartial. See im- +‎ partial.
",,,
enthrall,마음을 사로잡다,迷住，迷恋，出神，叫…感到心醉神驰，使…迷惑不解;奴役，俘虏,,/inˈTHrôl/,,"charm, enchant, bewitch, fascinate, beguile, entrance, enrapture, delight, attract, allure, lure","From Middle English enthrallen, equivalent to en- +‎ thrall.
",,,
avouch,진실이라고 단언[언명]하다,保证，担保；断言，公开承认，主张,,/əˈvaʊtʃ/,,"maintain, state, aver, affirm, contend, argue, insist, hold, profess, move, claim, allege, avow, vow, swear, attest, testify, certify","Borrowed from Old French avouchier, from Latin advocāre, present active infinitive of advocō. Doublet of advocate, advoke, and avow.
",,,
confer,상의하다,（常指为达成行动决议而）商讨，商议，协商,,/kənˈfəː/,,"present to, present with, grant to, award to, decorate with, honour with, give to, give out to, gift with, endow with, vest in, hand out to, extend to, vouchsafe to, accord to","From Early Modern English conferre, from Middle French conférer, from Old French conferer, from Latin cōnferō. Compare Dutch confereren (“to confer”), German konferieren (“to confer”), Danish konferere (“to confer”), Swedish konferera (“to confer”).
",,,
acquaint,"익히다, 숙지하다",使认识；使了解；使熟悉；使知悉,,/əˈkweɪnt/,,"make familiar, make conversant, get up to date, keep up to date","From Middle English aqueinten, acointen, from Old French acointier, from Late Latin accognitāre, from Latin ad + cognitus, past participle of cognoscere (“to know”), from con- + noscere (“to know”). See quaint, know.
",,,
err,실수를 범하다,犯错误；做错事；出差错,,/əː/,,"guilty, culpable, misbehaving, delinquent, lawless, lawbreaking, criminal, transgressing, aberrant, deviant, errant, sinning","From Middle English erren, from Old French errer (“to wander, err, mistake”), from Latin errō (“wander, stray, err, mistake”, verb), from Proto-Indo-European *ares- (“to be angry, lose one's temper”). Cognate with Old English eorre, ierre (“anger, wrath, ire”), Old English iersian (“to be angry with, rage, irritate, provoke”), Old English ierre (“wandering, gone astray, confused”)
",,,
perennial,"(아주 오랫동안) 지속되는, 영원한; 계속 반복되는",长期存在的；常年的；不断发生的；反覆的,,/pəˈrɛnɪəl/,,"perpetual, eternal, continuing, unending, never-ending, endless, undying, ceaseless, abiding, enduring, lasting, persisting, permanent, constant, continual, unfailing, unchanging, never-changing","1644, from Latin perennis (“lasting through the whole year”), from per- (“through”) + annus (“year”) + -al; surface analysis per- +‎ -ennial.
",,,
droll,우스꽝스러운,滑稽可笑的，古怪离奇的,,/drəʊl/,,"humorous, amusing, comic, comical, mirthful, chucklesome, hilarious, rollicking","From French drôle (“comical, odd, funny”), from drôle (“buffoon”) from Middle French drolle (“a merry fellow, pleasant rascal”) from Old French drolle (“one who lives luxuriously”), from Middle Dutch drol (“fat little man, goblin”) from Old Norse troll (“giant, troll”) (compare Middle High German trolle (“clown”)), from Proto-Germanic *truzlą (“creature which walks clumsily”), from *truzlaną (“to walk with short steps”). See further at troll.
",,,
rhetoric,미사여구,雄辩言辞；煽动性语言,,/ˈrɛtərɪk/,,"eloquence, power of speech, command of language, expression, way with words, delivery, diction","Borrowed from Old French rhetorique, from Latin rhētorica, from Ancient Greek ῥητορική (rhētorikḗ), ellipsis of ῥητορικὴ τέχνη (rhētorikḕ tékhnē), from ῥητορικός (rhētorikós, “concerning public speech”), from ῥήτωρ (rhḗtōr, “public speaker”).
",,,
enervate,기력을 떨어뜨리다,使衰弱；使无力；使丧失活力,,/ˈɛnəveɪt/,,"tire, fatigue, weary, wear out, devitalize, drain, sap, weaken, make weak, make feeble, enfeeble, debilitate, incapacitate, indispose, prostrate, immobilize, lay low, put out of action","From Latin ēnervātus, past participle of ēnervō (“to weaken”).
",,,
carnage,대학살,（尤指战争中的）大屠杀，残杀,,/ˈkɑːnɪdʒ/,,"massacre, mass murder, mass destruction, butchery, bloodbath, indiscriminate bloodshed, bloodletting, annihilation, destruction, decimation, havoc","Borrowed from Middle French carnage [1], from a Norman or Picard variant Old Northern French) of Old French charnage, from char (“flesh”), or from Vulgar Latin *carnaticum (“slaughter of animals”), itself from Latin carnem, accusative of caro (“flesh”).
",,,
truism,뻔한 말[소리],自明之理，不言而喻的话,,/ˈtruːɪz(ə)m/,,"commonplace, cliché, banal saying, hackneyed saying, overworked saying, trite saying, stock phrase, banality, old chestnut, bromide","true +‎ -ism
",,,
abeyance,"(일시적) 중지, 정지",搁置；暂时中止；暂缓,,/əˈbeɪəns/,,"adjourn, interrupt, break off, postpone, delay, defer, shelve, arrest, put off, intermit, prorogue, hold over, put aside, pigeonhole","First attested in 1528. From Anglo-Norman abeiance (“legal expectation”), from Old French abeance (“desire”) from abeër (“to gape at, aspire after”), abaer, abair (“to desire”), from a (“to”) + baër (“to gape”),[1] bair (“yawn”), from Medieval Latin batō (“to yawn”)[2][3].
",,,
appraisal,(가치·업적·본질에 대한) 평가[판단],评定；鉴定；估价；评价,,/əˈpreɪz(ə)l/,,"evaluation, estimation, judgement, rating, gauging, sizing up, summing-up, consideration","From appraise +‎ -al.
",,,
dubiety,"의심스러움, 불확실함",犹豫;怀疑;疑惑,记忆技巧：dubious 怀疑的 + ety 性质，状态 → 怀疑,/djuːˈbʌɪɪti/,,"lack of certainty, unsureness, indecision, hesitation, hesitancy, dubiousness, suspicion, confusion",,,,
irascible,화를 잘 내는,易怒的，性情暴躁的,,/ɪˈrasɪb(ə)l/,,"quick-tempered, short-tempered, bad-tempered, ill-tempered, hot-tempered, thin-skinned, snappy, snappish, tetchy, testy, touchy, edgy, crabby, waspish, dyspeptic","From French irascible, from Late Latin īrāscibilis.
",,,
sidle,(주저주저하듯) 옆걸음질 치다,侧身而行；悄悄地走,,/ˈsʌɪd(ə)l/,,"sneak, slink, slip, slide, skulk, prowl, steal, edge, inch, ease, worm, nose, move furtively, move with stealth, tread warily","The verb is from side +‎ -le (frequentative suffix), possibly a back-formation from sideling (“in a sidelong direction; askew, obliquely”, adverb), treating that word as the present participle of sidle.[1]
",,,
malady,"심각한 문제, 병폐",病，疾病,,/ˈmalədi/,,"sickness, ailment, disorder, complaint, disease, infection, indisposition, affliction, infirmity","From Middle English maladie, from Old French maladie (“sickness, illness, disease”), from malade (“ill, sick”), from Latin male habitus (“ill-kept, not in good condition”), 1st century AD. See also malice and habit.
",,,
congregate,모이다,聚集，集合,,/ˈkɒŋɡrɪɡeɪt/,,"gather, collect, come together, flock together, get together, convene, rally, rendezvous, muster, meet, amass, crowd, cluster, throng, group","From Latin congregatus, past participle of congregare (“to congregate”), from con- (“with, together”) + gregare (“to collect into a flock”), from grex (“flock, herd”). See gregarious.
",,,
capitulate,(오랫동안 거부하던 것에) 굴복하다,投降；屈服；停止抵抗,,/kəˈpɪtjʊleɪt/,,"give in, yield, admit defeat, concede defeat, give up the struggle, submit, back down, climb down, give way, cave in, succumb, crumble, bow to someone, bow to something","From the participle stem of Medieval Latin capitulare (“draw up under headings”), from Latin capitulum (“heading, chapter, title”), diminutive of caput (“head”).
",,,
aggrandize,"크게 하다, 확대하다(enlarge); 과장하다",扩大…的权势；提高…的地位,,/əˈɡrandʌɪz/,,"magnified, aggrandized, unwarranted, immoderate, pumped up, overblown, overripe, overstated, overplayed","From French agrandir.
",,,
discrete,(같은 종류의 다른 것들과) 별개의,独立的，各自的，单独的,,/dɪˈskriːt/,,"distinct, individual, detached, unattached, disconnected, discontinuous, disjunct, disjoined","From Old French discret, from Latin discrētus, past participle of discernō (“divide”), from dis- + cernō (“sift”). Doublet of discreet.
",,,
apocalypse,(세계의) 파멸,大灾变；大动乱,,/əˈpɒkəlɪps/,,,"From Middle English apocalips, from Latin apocalypsis, from Ancient Greek ἀποκάλυψις (apokálupsis, “revelation”), literally meaning ""uncovering"", from ἀπό (apó, “after”) and καλύπτω (kalúptō, “I cover”).
",,,
hiatus,(행동의) 중단,间断，间隙,,/hʌɪˈeɪtəs/,,"break, interval, interruption, suspension, intermission, interlude, gap, lacuna, lull, rest, respite, breathing space, time out","Borrowed from Latin hiātus (“opening”) (mid-16th century), from hiō (“stand open, yawn”).
",,,
hologram,홀로그램(입체 사진술에 의한 입체 화상),全息图，全息影像,,/ˈhɒləɡram/,,,"holo- +‎ -gram, from Ancient Greek ὅλος (hólos, “whole”) + γραμμή (grammḗ, “letter, line”), coined in 1948 by Hungarian-born British scientist Dennis Gabor, the 1971 Nobel prize winner in physics for his work in holography.
",,,
enervated,"활력을 잃은, 무기력한",乏力的;衰弱的;无精打采的,,,,,,,,
inhibit,억제[저해]하다,使…拘谨；使…有顾忌,,/ɪnˈhɪbɪt/,,"hinder, hamper, hold back, discourage, interfere with, obstruct, put a brake on, slow, slow down, retard","From Latin inhibitus, perfect passive participle of inhibeō (“I hold in, check, restrain”), from in (“in, at, on”), + habeō (“I have, hold, keep”).
",,,
scheme,"(운영) 계획, 제도",阴谋，诡计,,/skiːm/,,"project, plan of action, programme, strategy, stratagem, game plan","From Medieval Latin schēma (“figure, form”), from Ancient Greek σχῆμα (skhêma, “form, shape”), from ἔχω (ékhō, “I hold”). Doublet of schema. Compare sketch.
",,,
specious,허울만 그럴 듯한,似是而非的；貌似有理的；虚假的,,/ˈspiːʃəs/,,"seemingly correct, misleading, deceptive, false, fallacious, unsound, casuistic, sophistic","From Latin speciōsus (“good-looking”).
",,,
anterior,"앞쪽인, 앞의",前部的，前面的；向前的,,/anˈtɪərɪə/,,"fore, foremost part, anterior, forefront, nose, head","From Latin anterior, comparative of ante (“forward, before”)
",,,
canard,"허위 보도, 유언비어",虚假新闻；谎报；假消息,,/kəˈnɑːd/,,"report, story, whisper, canard","Borrowed from French canard (“duck, hoax”).
",,,
vitiate,(무엇의 효과를) 해치다[떨어뜨리다],毁坏；破坏；削弱,,/ˈvɪʃɪeɪt/,,"wreck, destroy, upset, undo, mess up, make a mess of, dash, sabotage, scupper, scotch, torpedo, blast, vitiate","From vitiātus[1], the perfect passive participle of Latin vitiō (“damage, spoil”), from vitium (“vice”).
",,,
adjourn,"(재판·회의 등을) 중단하다, 휴정[휴회]하다",（使）休会；（使）休庭,,/əˈdʒəːn/,,"bring to an end, come to an end, conclude, finish, terminate, wind up, break off, halt, call a halt to, discontinue, dissolve","From Old French ajorner (French ajourner), from the phrase a jor (nomé) (""to an (appointed) day"").
",,,
ameliorate,개선하다,使变好，改善，改进,,/əˈmiːlɪəreɪt/,,"better, ameliorate, upgrade, refine, enhance, boost, build on, help, raise, revamp, brush up, polish up, perk up, tweak","Influenced by French améliorer and Latin a- (“to”) + melior (“better”).
",,,
innocuous,악의 없는,无害的,,/ɪˈnɒkjʊəs/,,"safe, non-dangerous, non-poisonous, non-toxic, non-irritant, non-injurious, innocent","From Latin innocuus (“harmless”).
",,,
levity,"경솔, 경박",消遣；轻率,,/ˈlɛvɪti/,,"carefreeness, light-mindedness, high spirits, vivacity, liveliness, conviviality, cheerfulness, cheeriness, humour, gaiety, fun, jocularity, hilarity, frivolity, frivolousness, amusement, mirth, laughter, merriment, glee, comedy, funniness, wit, wittiness, jollity, joviality, joking, drollery, good cheer, sportiveness, nonsense, irreverence, facetiousness, flippancy, blitheness, triviality, silliness, foolishness, childishness, giddiness, skittishness","Coined in 1564, from Latin levitās (“lightness, frivolity”), from levis (“lightness (in weight)”).[1] Cognate to lever, and more distantly, light.
",,,
bellicose,"호전적인, 싸우기 좋아하는",好战的;好斗的,,/ˈbɛlɪkəʊs/,,"aggressive, hostile, threatening, antagonistic, pugnacious, truculent, confrontational, argumentative, quarrelsome, disputatious, contentious, militant, combative","From Middle English [Term?], from Latin bellicosus.
",,,
pseudo,"허위의, 가짜의; 모조의",假的；伪的；冒充的,,/ˈsjuːdəʊ/,,"synthetic, simulated, man-made, manufactured, ersatz, substitute","Derived from prefix pseudo-, itself derived from Ancient Greek ψευδής (pseudḗs, “false, lying”)
",,,
ambulatory,보행의,（病人）不需卧床的，能走动的，晚上不需留院的,,/ˈambjʊlət(ə)ri/,,"peripatetic, wandering, wayfaring, roving, roaming, rambling, touring, nomadic, gypsy, migrant, migratory, ambulatory","Latin ambulatorius
",,,
fracture,"골절 (부위); 균열, (갈라진) 금",（使）（骨头等硬物）破裂，（使）断裂，（使）折断,,/ˈfraktʃə/,,"breakage, cracking, cleavage, rupture, shattering, fragmentation, splintering, splitting, separation, bursting, disintegration","Borrowed from Old French fracture, from Latin fractūra (“a breach, fracture, cleft”), from frangere (“to break”), past participle fractus, ultimately from Proto-Indo-European *bʰreg-, from whence also English break. See fraction. Doublet of fraktur.
",,,
judiciary,"법관[판사]들, 사법부",（政府的）司法部；司法制度,,/dʒʊˈdɪʃ(ə)ri/,,"magistrates, judiciary, judicature","Borrowed from Latin iudiciarius, judiciarius.
",,,
adage,"속담, 격언",谚语；格言,,/ˈadɪdʒ/,,"maxim, axiom, proverb, aphorism, saw, dictum, precept, epigram, epigraph, motto, truism, platitude, cliché, commonplace","Borrowed from Middle French adage, from Latin adagium
",,,
retrograde,(사태·시대 등에) 역행하는,倒退的；退步的；恶化的,,/ˈrɛtrəɡreɪd/,,"backwards, reverse, rearward, directed backwards, retreating, retrogressive",,,,
cryptology,"[U] 암호 작성[해독]술; 암호학, 암호 연구",密码术；隐语,,/krɪpˈtɒlədʒi/,,,"crypto- +‎ -logy, from Ancient Greek κρυπτός (kruptós, “hidden”) + λόγος (lógos, “word”).
",,,
invidious,부당한; 남의 심기를 건드릴[시샘을 받을],（尤指由于不公）可能招致不满的，易引起反感的,,/ɪnˈvɪdɪəs/,,"awkward, difficult","Borrowed from Latin invidiōsus, from invidia (“envy, ill will”), from in- (“upon”) + videō (“I see”). Doublet of envious, from Old French.
",,,
commiserate,(화가 났거나 실망한 사람에게) 위로[동정]를 표하다,表示同情（或惋惜）,,/kəˈmɪzəreɪt/,,"be sympathetic to, express sympathy for, send condolences to, offer condolences to, condole with, sympathize with, empathize with, feel pity for, feel sorry for, feel for, be moved by, mourn for, sorrow for, grieve for",,,,
belabor,장황하게 논하다,毒打一顿；责骂;就…作过度的说明；向…唠叨;反复研究（或讨论）,记忆技巧：be 加强 + labor 劳动，工作 → 劳作过多 → 过分啰嗦,/bəˈlābər/,,"labour, discuss at length, dwell on, harp on about, hammer away at, expound on, expand on",,,,
ascertain,(옳은 정보를) 알아내다[확인하다],弄清，确定，查明,,/ˌasəˈteɪn/,,"discover, come to know, get to know, work out, make out, fathom, fathom out, become aware of, learn, ferret out, dig out, dig up, establish, fix, determine, settle, decide, verify, make certain of, confirm, deduce, divine, intuit, diagnose, discern, perceive, see, realize, appreciate, identify, pin down, recognize, register, understand, grasp, take in, comprehend","From Old French acertener, from a- (“to, towards”) + certener (“make sure of”), from the adjective certain, from Latin certus (“certain, fixed”). Compare to Spanish acertar.
",,,
mordant,"신랄한, 통렬한",（尤指幽默）尖锐的，尖刻而又风趣的,,/ˈmɔːd(ə)nt/,,"trenchant, biting, cutting, acerbic, sardonic, sarcastic, scathing, acid, sharp, keen, tart, pungent, stinging, astringent, incisive, devastating, piercing, rapier-like, razor-edged","From French mordant.
",,,
discreet,"신중한, 조심스러운",审慎的，谨慎的，小心的,,/dɪˈskriːt/,,"circumspect, cautious, wary, chary, guarded, close-lipped, close-mouthed","From Middle English discrete, from Old French discret, from Latin discrētus, from past participle of discernēre. Doublet of discrete.
",,,
heterogeneous,여러 다른 종류들로 이뤄진,各种各样的；混杂的,,/ˌhɛt(ə)rə(ʊ)ˈdʒiːnɪəs/,", homogeneous    [WS]","varying, differing, multifold, heterogeneous, disparate, sundry, mixed, unrelated, different, miscellaneous, divergent, multifarious, variegated, liberal, diversified, various, varied, contrasting, eclectic, diverse, wide-ranging, motley, manifold    [WS], assorted, catholic","From Medieval Latin heterogeneus, from Ancient Greek ἑτερογενής (heterogenḗs, “of different kinds”), from ἕτερος (héteros, “other, another, different”) + γένος (génos, “kind”). Compare hetero- and -ous.
","assorted    [WS], omnifarious",,
cryptic,"수수께끼 같은, 아리송한",神秘的，隐秘的；有隐义的；费解的,,/ˈkrɪptɪk/,,"mysterious, hard to understand, confusing, mystifying, perplexing, puzzling, obscure, abstruse, arcane, oracular, Delphic, ambiguous, elliptical, oblique","From Late Latin crypticus, from Ancient Greek κρυπτικός (kruptikós), from κρυπτός (kruptós, “hidden”), from κρύπτω (krúptō, “to hide”). Also see: cryptology.
",,,
